pmid,title,why_false_positive,primary_entity,abstract,resource_url,ling_score,setfit_confidence,pattern_count,true_fp,notes
29344888,Perseus: A Bioinformatics Platform for Integrative Analysis of Proteomics Data in Cancer Research.,"usage: ""analysis of/using""; methodology: ""platform for""; biology: cancer study",,"Mass spectrometry-based proteomics is a continuously growing field marked by technological and methodological improvements. Cancer proteomics is aimed at pursuing goals such as accurate diagnosis, patient stratification, and biomarker discovery, relying on the richness of information of quantitative proteome profiles. Translating these high-dimensional data into biological findings of clinical importance necessitates the use of robust and powerful computational tools and methods. In this chapter, we provide a detailed description of standard analysis steps for a clinical proteomics dataset performed in Perseus, a software for functional analysis of large-scale quantitative omics data.",,,0.6983169,3,N,
31736974,DeepHLApan: A Deep Learning Approach for Neoantigen Prediction Considering Both HLA-Peptide Binding and Immunogenicity.,"methodology: ""prediction""; methodology: ""deep learning""; methodology: ""approach for""",,"Neoantigens play important roles in cancer immunotherapy. Current methods used for neoantigen prediction focus on the binding between human leukocyte antigens (HLAs) and peptides, which is insufficient for high-confidence neoantigen prediction. In this study, we apply deep learning techniques to predict neoantigens considering both the possibility of HLA-peptide binding (binding model) and the potential immunogenicity (immunogenicity model) of the peptide-HLA complex (pHLA). The binding model achieves comparable performance with other well-acknowledged tools on the latest Immune Epitope Database (IEDB) benchmark datasets and an independent mass spectrometry (MS) dataset. The immunogenicity model could significantly improve the prediction precision of neoantigens. The further application of our method to the mutations with pre-existing T-cell responses indicating its feasibility in clinical application. DeepHLApan is freely available at https://github.com/jiujiezz/deephlapan and http://biopharm.zju.edu.cn/deephlapan.",http://biopharm.zju.edu.cn/deephlapan,4,,3,Y,
28619054,HGPEC: a Cytoscape app for prediction of novel disease-gene and disease-disease associations and evidence collection based on a random walk on heterogeneous network.,"usage: ""based on/approach""; methodology: ""prediction""; biology: disease study",hgpec,"<h4>Background</h4>Finding gene-disease and disease-disease associations play important roles in the biomedical area and many prioritization methods have been proposed for this goal. Among them, approaches based on a heterogeneous network of genes and diseases are considered state-of-the-art ones, which achieve high prediction performance and can be used for diseases with/without known molecular basis.<h4>Results</h4>Here, we developed a Cytoscape app, namely HGPEC, based on a random walk with restart algorithm on a heterogeneous network of genes and diseases. This app can prioritize candidate genes and diseases by employing a heterogeneous network consisting of a network of genes/proteins and a phenotypic disease similarity network. Based on the rankings, novel disease-gene and disease-disease associations can be identified. These associations can be supported with network- and rank-based visualization as well as evidences and annotations from biomedical data. A case study on prediction of novel breast cancer-associated genes and diseases shows the abilities of HGPEC. In addition, we showed prominence in the performance of HGPEC compared to other tools for prioritization of candidate disease genes.<h4>Conclusions</h4>Taken together, our app is expected to effectively predict novel disease-gene and disease-disease associations and support network- and rank-based visualization as well as biomedical evidences for such the associations.",,,0.71046066,3,Y,
31069394,AlloDriver: a method for the identification and analysis of cancer driver targets.,"usage: ""analysis of/using""; methodology: ""method for""; biology: cancer study",,"Identifying the variants that alter protein function is a promising strategy for deciphering the biological consequences of somatic mutations during tumorigenesis, which could provide novel targets for the development of cancer therapies. Here, based on our previously developed method, we present a strategy called AlloDriver that identifies cancer driver genes/proteins as possible targets from mutations. AlloDriver utilizes structural and dynamic features to prioritize potentially functional genes/proteins in individual cancers via mapping mutations generated from clinical cancer samples to allosteric/orthosteric sites derived from three-dimensional protein structures. This strategy exhibits desirable performance in the reemergence of known cancer driver mutations and genes/proteins from clinical samples. Significantly, the practicability of AlloDriver to discover novel cancer driver proteins in head and neck squamous cell carcinoma (HNSC) was tested in a real case of human protein tyrosine phosphatase, receptor type K (PTPRK) through a L1143F driver mutation located at the allosteric site of PTPRK, which was experimentally validated by cell proliferation assay. AlloDriver is expected to help to uncover innovative molecular mechanisms of tumorigenesis by perturbing proteins and to discover novel targets based on cancer driver mutations. The AlloDriver is freely available to all users at http://mdl.shsmu.edu.cn/ALD.",http://mdl.shsmu.edu.cn/ALD,4,,3,Y,
21364759,NAViGaTing the micronome--using multiple microRNA prediction databases to identify signalling pathway-associated microRNAs.,"usage: ""using [resource]""; usage: ""[resource] identifies""; methodology: ""prediction""",,"<h4>Background</h4>MicroRNAs are a class of small RNAs known to regulate gene expression at the transcript level, the protein level, or both. Since microRNA binding is sequence-based but possibly structure-specific, work in this area has resulted in multiple databases storing predicted microRNA:target relationships computed using diverse algorithms. We integrate prediction databases, compare predictions to in vitro data, and use cross-database predictions to model the microRNA:transcript interactome--referred to as the micronome--to study microRNA involvement in well-known signalling pathways as well as associations with disease. We make this data freely available with a flexible user interface as our microRNA Data Integration Portal--mirDIP (http://ophid.utoronto.ca/mirDIP).<h4>Results</h4>mirDIP integrates prediction databases to elucidate accurate microRNA:target relationships. Using NAViGaTOR to produce interaction networks implicating microRNAs in literature-based, KEGG-based and Reactome-based pathways, we find these signalling pathway networks have significantly more microRNA involvement compared to chance (p<0.05), suggesting microRNAs co-target many genes in a given pathway. Further examination of the micronome shows two distinct classes of microRNAs; universe microRNAs, which are involved in many signalling pathways; and intra-pathway microRNAs, which target multiple genes within one signalling pathway. We find universe microRNAs to have more targets (p<0.0001), to be more studied (p<0.0002), and to have higher degree in the KEGG cancer pathway (p<0.0001), compared to intra-pathway microRNAs.<h4>Conclusions</h4>Our pathway-based analysis of mirDIP data suggests microRNAs are involved in intra-pathway signalling. We identify two distinct classes of microRNAs, suggesting a hierarchical organization of microRNAs co-targeting genes both within and between pathways, and implying differential involvement of universe and intra-pathway microRNAs at the disease level.",http://ophid.utoronto.ca/mirDIP,,0.66331553,3,Y,
34370400,"JWES: a new pipeline for whole genome/exome sequence data processing, management, and gene-variant discovery, annotation, prediction, and genotyping.","methodology: ""pipeline""; methodology: ""prediction""; biology: variant study",jwes,"Whole genome and exome sequencing (WGS/WES) are the most popular next-generation sequencing (NGS) methodologies and are at present often used to detect rare and common genetic variants of clinical significance. We emphasize that automated sequence data processing, management, and visualization should be an indispensable component of modern WGS and WES data analysis for sequence assembly, variant detection (SNPs, SVs), imputation, and resolution of haplotypes. In this manuscript, we present a newly developed findable, accessible, interoperable, and reusable (FAIR) bioinformatics-genomics pipeline Java based Whole Genome/Exome Sequence Data Processing Pipeline (JWES) for efficient variant discovery and interpretation, and big data modeling and visualization. JWES is a cross-platform, user-friendly, product line application, that entails three modules: (a) data processing, (b) storage, and (c) visualization. The data processing module performs a series of different tasks for variant calling, the data storage module efficiently manages high-volume gene-variant data, and the data visualization module supports variant data interpretation with Circos graphs. The performance of JWES was tested and validated in-house with different experiments, using Microsoft Windows, macOS Big Sur, and UNIX operating systems. JWES is an open-source and freely available pipeline, allowing scientists to take full advantage of all the computing resources available, without requiring much computer science knowledge. We have successfully applied JWES for processing, management, and gene-variant discovery, annotation, prediction, and genotyping of WGS and WES data to analyze variable complex disorders. In summary, we report the performance of JWES with some reproducible case studies, using open access and in-house generated, high-quality datasets.",,4,,3,Y,
28397319,DaMold: A data-mining platform for variant annotation and visualization in molecular diagnostics research.,"usage: ""mining""; methodology: ""platform for""; biology: variant study",damold,"Next-generation sequencing (NGS) has become a powerful and efficient tool for routine mutation screening in clinical research. As each NGS test yields hundreds of variants, the current challenge is to meaningfully interpret the data and select potential candidates. Analyzing each variant while manually investigating several relevant databases to collect specific information is a cumbersome and time-consuming process, and it requires expertise and familiarity with these databases. Thus, a tool that can seamlessly annotate variants with clinically relevant databases under one common interface would be of great help for variant annotation, cross-referencing, and visualization. This tool would allow variants to be processed in an automated and high-throughput manner and facilitate the investigation of variants in several genome browsers. Several analysis tools are available for raw sequencing-read processing and variant identification, but an automated variant filtering, annotation, cross-referencing, and visualization tool is still lacking. To fulfill these requirements, we developed DaMold, a Web-based, user-friendly tool that can filter and annotate variants and can access and compile information from 37 resources. It is easy to use, provides flexible input options, and accepts variants from NGS and Sanger sequencing as well as hotspots in VCF and BED formats. DaMold is available as an online application at http://damold.platomics.com/index.html, and as a Docker container and virtual machine at https://sourceforge.net/projects/damold/.",http://damold.platomics.com/index.html,4,,3,Y,
34279599,AVPIden: a new scheme for identification and functional prediction of antiviral peptides based on machine learning approaches.,"usage: ""based on/approach""; methodology: ""prediction""; methodology: ""machine learning""",,"Antiviral peptide (AVP) is a kind of antimicrobial peptide (AMP) that has the potential ability to fight against virus infection. Machine learning-based prediction with a computational biology approach can facilitate the development of the novel therapeutic agents. In this study, we proposed a double-stage classification scheme, named AVPIden, for predicting the AVPs and their functional activities against different viruses. The first stage is to distinguish the AVP from a broad-spectrum peptide collection, including not only the regular peptides (non-AMP) but also the AMPs without antiviral functions (non-AVP). The second stage is responsible for characterizing one or more virus families or species that the AVP targets. Imbalanced learning is utilized to improve the performance of prediction. The AVPIden uses multiple descriptors to precisely demonstrate the peptide properties and adopts explainable machine learning strategies based on Shapley value to exploit how the descriptors impact the antiviral activities. Finally, the evaluation performance of the proposed model suggests its ability to predict the antivirus activities and their potential functions against six virus families (Coronaviridae, Retroviridae, Herpesviridae, Paramyxoviridae, Orthomyxoviridae, Flaviviridae) and eight kinds of virus (FIV, HCV, HIV, HPIV3, HSV1, INFVA, RSV, SARS-CoV). The AVPIden gives an option for reinforcing the development of AVPs with the computer-aided method and has been deployed at http://awi.cuhk.edu.cn/AVPIden/.",http://awi.cuhk.edu.cn/AVPIden/,,0.6823998,3,Y,
21609966,Data mining using the Catalogue of Somatic Mutations in Cancer BioMart.,"usage: ""using [resource]""; usage: ""mining""; biology: cancer study",,"Catalogue of Somatic Mutations in Cancer (COSMIC) (http://www.sanger.ac.uk/cosmic) is a publicly available resource providing information on somatic mutations implicated in human cancer. Release v51 (January 2011) includes data from just over 19,000 genes, 161,787 coding mutations and 5573 gene fusions, described in more than 577,000 tumour samples. COSMICMart (COSMIC BioMart) provides a flexible way to mine these data and combine somatic mutations with other biological relevant data sets. This article describes the data available in COSMIC along with examples of how to successfully mine and integrate data sets using COSMICMart. DATABASE URL: http://www.sanger.ac.uk/genetics/CGP/cosmic/biomart/martview/.",http://www.sanger.ac.uk/genetics/CGP/cosmic/biomart/martview/,,0.7038299,3,Y,
32066737,A computational platform for high-throughput analysis of RNA sequences and modifications by mass spectrometry.,"usage: ""analysis of/using""; methodology: ""platform for""; methodology: ""computational""",nase,"The field of epitranscriptomics continues to reveal how post-transcriptional modification of RNA affects a wide variety of biological phenomena. A pivotal challenge in this area is the identification of modified RNA residues within their sequence contexts. Mass spectrometry (MS) offers a comprehensive solution by using analogous approaches to shotgun proteomics. However, software support for the analysis of RNA MS data is inadequate at present and does not allow high-throughput processing. Existing software solutions lack the raw performance and statistical grounding to efficiently handle the numerous modifications found on RNA. We present a free and open-source database search engine for RNA MS data, called NucleicAcidSearchEngine (NASE), that addresses these shortcomings. We demonstrate the capability of NASE to reliably identify a wide range of modified RNA sequences in four original datasets of varying complexity. In human tRNA, we characterize over 20 different modification types simultaneously and find many cases of incomplete modification.",,,0.7214962,3,Y,
25881043,GraphSAW: a web-based system for graphical analysis of drug interactions and side effects using pharmaceutical and molecular data.,"usage: ""using [resource]""; usage: ""analysis of/using""; biology: drug study",,"<h4>Background</h4>Adverse drug reactions are one of the most common causes of death in industrialized Western countries. Nowadays, empirical data from clinical studies for the approval and monitoring of drugs and molecular databases is available.<h4>Methods</h4>The integration of database information is a promising method for providing well-based knowledge to avoid adverse drug reactions. This paper presents our web-based decision support system GraphSAW which analyzes and evaluates drug interactions and side effects based on data from two commercial and two freely available molecular databases. The system is able to analyze single and combined drug-drug interactions, drug-molecule interactions as well as single and cumulative side effects. In addition, it allows exploring associative networks of drugs, molecules, metabolic pathways, and diseases in an intuitive way. The molecular medication analysis includes the capabilities of the upper features.<h4>Results</h4>A statistical evaluation of the integrated data and top 20 drugs concerning drug interactions and side effects is performed. The results of the data analysis give an overview of all theoretically possible drug interactions and side effects. The evaluation shows a mismatch between pharmaceutical and molecular databases. The concordance of drug interactions was about 12% and 9% of drug side effects. An application case with prescribed data of 11 patients is presented in order to demonstrate the functionality of the system under real conditions. For each patient at least two interactions occured in every medication and about 8% of total diseases were possibly induced by drug therapy.<h4>Conclusions</h4>GraphSAW (http://tunicata.techfak.uni-bielefeld.de/graphsaw/) is meant to be a web-based system for health professionals and researchers. GraphSAW provides comprehensive drug-related knowledge and an improved medication analysis which may support efforts to reduce the risk of medication errors and numerous drastic side effects.",http://tunicata.techfak.uni-bielefeld.de/graphsaw/,5,,3,Y,
34365010,SILO: A Computational Method for Detecting Copy Number Gain in Clinical Specimens Analyzed on a Next-Generation Sequencing Platform.,"methodology: ""computational""; methodology: ""method for""; biology: clinical study",silo,"Next-generation sequencing (NGS) has proved to be a beneficial approach for genotyping solid tumor specimens and for identifying clinically actionable mutations. However, copy number variations (CNVs), which can be equally important, are often challenging to detect from NGS data. Current bioinformatics methods for CNV detection from NGS often require comparison of tumor/normal pairs and/or the sequencing of whole genome or whole exome. These approaches are currently impractical for routine clinical practice. However, clinical practice does involve repeated use of the same gene panel on a large number of specimens over a long period of time. We take advantage of this repetitiveness and present SILO: a procedure for CNV detection based on NGS on a gene panel. The SILO algorithm analyzes coverage depth of the aligned reads from a sample and predicts CNV by comparing this depth to the average depth seen in a large training set of other samples. Such comparison is robust and can reliably detect copy number gain, although it is found to be unreliable in detecting copy number losses. Successful validation of SILO on NGS data from the Ion Torrent platform with two panels is presented: a small hotspot panel and a larger cancer gene panel.",,,0.6440759,3,Y,
27479659,TepiTool: A Pipeline for Computational Prediction of T Cell Epitope Candidates.,"methodology: ""pipeline""; methodology: ""prediction""; methodology: ""computational""",,"Computational prediction of T cell epitope candidates is currently being used in several applications including vaccine discovery studies, development of diagnostics, and removal of unwanted immune responses against protein therapeutics. There have been continuous improvements in the performance of MHC binding prediction tools, but their general adoption by immunologists has been slow due to the lack of user-friendly interfaces and guidelines. Current tools only provide minimal advice on what alleles to include, what lengths to consider, how to deal with homologous peptides, and what cutoffs should be considered relevant. This protocol provides step-by-step instructions with necessary recommendations for prediction of the best T cell epitope candidates with the newly developed online tool called TepiTool. TepiTool, which is part of the Immune Epitope Database (IEDB), provides some of the top MHC binding prediction algorithms for number of species including humans, chimpanzees, bovines, gorillas, macaques, mice, and pigs. The TepiTool is freely accessible at http://tools.iedb.org/tepitool/. © 2016 by John Wiley & Sons, Inc.",http://tools.iedb.org/tepitool/,3,,3,Y,
29940847,ToTem: a tool for variant calling pipeline optimization.,"methodology: ""tool for""; methodology: ""pipeline""; biology: variant study",totem,"<h4>Background</h4>High-throughput bioinformatics analyses of next generation sequencing (NGS) data often require challenging pipeline optimization. The key problem is choosing appropriate tools and selecting the best parameters for optimal precision and recall.<h4>Results</h4>Here we introduce ToTem, a tool for automated pipeline optimization. ToTem is a stand-alone web application with a comprehensive graphical user interface (GUI). ToTem is written in Java and PHP with an underlying connection to a MySQL database. Its primary role is to automatically generate, execute and benchmark different variant calling pipeline settings. Our tool allows an analysis to be started from any level of the process and with the possibility of plugging almost any tool or code. To prevent an over-fitting of pipeline parameters, ToTem ensures the reproducibility of these by using cross validation techniques that penalize the final precision, recall and F-measure. The results are interpreted as interactive graphs and tables allowing an optimal pipeline to be selected, based on the user's priorities. Using ToTem, we were able to optimize somatic variant calling from ultra-deep targeted gene sequencing (TGS) data and germline variant detection in whole genome sequencing (WGS) data.<h4>Conclusions</h4>ToTem is a tool for automated pipeline optimization which is freely available as a web application at  https://totem.software .",https://totem.software,8,,3,Y,
22689642,BIPS: BIANA Interolog Prediction Server. A tool for protein-protein interaction inference.,"methodology: ""tool for""; methodology: ""prediction""; biology: protein function",bips,"Protein-protein interactions (PPIs) play a crucial role in biology, and high-throughput experiments have greatly increased the coverage of known interactions. Still, identification of complete inter- and intraspecies interactomes is far from being complete. Experimental data can be complemented by the prediction of PPIs within an organism or between two organisms based on the known interactions of the orthologous genes of other organisms (interologs). Here, we present the BIANA (Biologic Interactions and Network Analysis) Interolog Prediction Server (BIPS), which offers a web-based interface to facilitate PPI predictions based on interolog information. BIPS benefits from the capabilities of the framework BIANA to integrate the several PPI-related databases. Additional metadata can be used to improve the reliability of the predicted interactions. Sensitivity and specificity of the server have been calculated using known PPIs from different interactomes using a leave-one-out approach. The specificity is between 72 and 98%, whereas sensitivity varies between 1 and 59%, depending on the sequence identity cut-off used to calculate similarities between sequences. BIPS is freely accessible at http://sbi.imim.es/BIPS.php.",http://sbi.imim.es/BIPS.php,5,,3,Y,
27769238,BCM: toolkit for Bayesian analysis of Computational Models using samplers.,"usage: ""using [resource]""; usage: ""analysis of/using""; methodology: ""computational""",bcm,"<h4>Background</h4>Computational models in biology are characterized by a large degree of uncertainty. This uncertainty can be analyzed with Bayesian statistics, however, the sampling algorithms that are frequently used for calculating Bayesian statistical estimates are computationally demanding, and each algorithm has unique advantages and disadvantages. It is typically unclear, before starting an analysis, which algorithm will perform well on a given computational model.<h4>Results</h4>We present BCM, a toolkit for the Bayesian analysis of Computational Models using samplers. It provides efficient, multithreaded implementations of eleven algorithms for sampling from posterior probability distributions and for calculating marginal likelihoods. BCM includes tools to simplify the process of model specification and scripts for visualizing the results. The flexible architecture allows it to be used on diverse types of biological computational models. In an example inference task using a model of the cell cycle based on ordinary differential equations, BCM is significantly more efficient than existing software packages, allowing more challenging inference problems to be solved.<h4>Conclusions</h4>BCM represents an efficient one-stop-shop for computational modelers wishing to use sampler-based Bayesian statistics.",,,0.720691,3,Y,
31626280,CSMD: a computational subtraction-based microbiome discovery pipeline for species-level characterization of clinical metagenomic samples.,"methodology: ""pipeline""; methodology: ""computational""; biology: clinical study",csmd,"<h4>Motivation</h4>Microbiome analyses of clinical samples with low microbial biomass are challenging because of the very small quantities of microbial DNA relative to the human host, ubiquitous contaminating DNA in sequencing experiments and the large and rapidly growing microbial reference databases.<h4>Results</h4>We present computational subtraction-based microbiome discovery (CSMD), a bioinformatics pipeline specifically developed to generate accurate species-level microbiome profiles for clinical samples with low microbial loads. CSMD applies strategies for the maximal elimination of host sequences with minimal loss of microbial signal and effectively detects microorganisms present in the sample with minimal false positives using a stepwise convergent solution. CSMD was benchmarked in a comparative evaluation with other classic tools on previously published well-characterized datasets. It showed higher sensitivity and specificity in host sequence removal and higher specificity in microbial identification, which led to more accurate abundance estimation. All these features are integrated into a free and easy-to-use tool. Additionally, CSMD applied to cell-free plasma DNA showed that microbial diversity within these samples is substantially broader than previously believed.<h4>Availability and implementation</h4>CSMD is freely available at https://github.com/liuyu8721/csmd.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",,7,,3,Y,
34500471,scDeepSort: a pre-trained cell-type annotation method for single-cell transcriptomics using deep learning with a weighted graph neural network.,"usage: ""using [resource]""; methodology: ""deep learning""; methodology: ""method for""",,"Advances in single-cell RNA sequencing (scRNA-seq) have furthered the simultaneous classification of thousands of cells in a single assay based on transcriptome profiling. In most analysis protocols, single-cell type annotation relies on marker genes or RNA-seq profiles, resulting in poor extrapolation. Still, the accurate cell-type annotation for single-cell transcriptomic data remains a great challenge. Here, we introduce scDeepSort (https://github.com/ZJUFanLab/scDeepSort), a pre-trained cell-type annotation tool for single-cell transcriptomics that uses a deep learning model with a weighted graph neural network (GNN). Using human and mouse scRNA-seq data resources, we demonstrate the high performance and robustness of scDeepSort in labeling 764 741 cells involving 56 human and 32 mouse tissues. Significantly, scDeepSort outperformed other known methods in annotating 76 external test datasets, reaching an 83.79% accuracy across 265 489 cells in humans and mice. Moreover, we demonstrate the universality of scDeepSort using more challenging datasets and using references from different scRNA-seq technology. Above all, scDeepSort is the first attempt to annotate cell types of scRNA-seq data with a pre-trained GNN model, which can realize the accurate cell-type annotation without additional references, i.e. markers or RNA-seq profiles.",,4,,3,Y,
33155801,UPEFinder: A Bioinformatic Tool for the Study of Uncharacterized Proteins Based on Gene Expression Correlation and the PageRank Algorithm.,"usage: ""based on/approach""; methodology: ""tool for""; methodology: ""algorithm""",,"The Human Proteome Project (HPP) is leading the international effort to characterize the human proteome. Although the main goal of this project was first focused on the detection of missing proteins, a new challenge arose from the need to assign biological functions to the uncharacterized human proteins and describe their implications in human diseases. Not only the proteins with experimental evidence (uPE1 proteins) but also the uncharacterized missing proteins (uMPs) were the objects of study in this challenge, neXt-CP50. In this work, we developed a new bioinformatic approach to infer biological annotations for the uPE1 proteins and uMPs based on a ""guilt-by-association"" analysis using public RNA-Seq data sets. We used the correlation of these proteins with the well-characterized PE1 proteins to construct a network. In this way, we applied the PageRank algorithm to this network to identify the most relevant nodes, which were the biological annotations of the uncharacterized proteins. All of the generated information was stored in a database. In addition, we implemented the web application UPEFinder (https://upefinder.proteored.org) to facilitate the access to this new resource. This information is especially relevant for the researchers of the HPP who are interested in the generation and validation of new hypotheses about the functions of these proteins. Both the database and the web application are publicly available (https://github.com/ubioinformat/UPEfinder).",https://upefinder.proteored.org,,0.71931887,3,Y,
31439692,Pediatric Cancer Variant Pathogenicity Information Exchange (PeCanPIE): a cloud-based platform for curating and classifying germline variants.,"methodology: ""platform for""; biology: cancer study; biology: variant study",,"Variant interpretation in the era of massively parallel sequencing is challenging. Although many resources and guidelines are available to assist with this task, few integrated end-to-end tools exist. Here, we present the <u>Pe</u>diatric <u>Can</u>cer Variant <u>P</u>athogenicity <u>I</u>nformation <u>E</u>xchange (PeCanPIE), a web- and cloud-based platform for annotation, identification, and classification of variations in known or putative disease genes. Starting from a set of variants in variant call format (VCF), variants are annotated, ranked by putative pathogenicity, and presented for formal classification using a decision-support interface based on published guidelines from the American College of Medical Genetics and Genomics (ACMG). The system can accept files containing millions of variants and handle single-nucleotide variants (SNVs), simple insertions/deletions (indels), multiple-nucleotide variants (MNVs), and complex substitutions. PeCanPIE has been applied to classify variant pathogenicity in cancer predisposition genes in two large-scale investigations involving >4000 pediatric cancer patients and serves as a repository for the expert-reviewed results. PeCanPIE was originally developed for pediatric cancer but can be easily extended for use for nonpediatric cancers and noncancer genetic diseases. Although PeCanPIE's web-based interface was designed to be accessible to non-bioinformaticians, its back-end pipelines may also be run independently on the cloud, facilitating direct integration and broader adoption. PeCanPIE is publicly available and free for research use.",,,0.7069288,3,Y,
23740741,DIGEP-Pred: web service for in silico prediction of drug-induced gene expression profiles based on structural formula.,"usage: ""based on/approach""; methodology: ""prediction""; biology: drug study",,"<h4>Summary</h4>Experimentally found gene expression profiles are used to solve different problems in pharmaceutical studies, such as drug repositioning, resistance, toxicity and drug-drug interactions. A special web service, DIGEP-Pred, for prediction of drug-induced changes of gene expression profiles based on structural formulae of chemicals has been developed. Structure-activity relationships for prediction of drug-induced gene expression profiles were determined by Prediction of Activity Spectra for Substances (PASS) software. Comparative Toxicogenomics Database with data on the known drug-induced gene expression profiles of chemicals was used to create mRNA- and protein-based training sets. An average prediction accuracy for the training sets (ROC AUC) calculated by leave-one-out cross-validation on the basis of mRNA data (1385 compounds, 952 genes, 500 up- and 475 down-regulations) and protein data (1451 compounds, 139 genes, 93 up- and 55 down-regulations) exceeded 0.85.<h4>Availability</h4>Freely available on the web at http://www.way2drug.com/GE.",http://www.way2drug.com/GE,3,,3,Y,
27797769,Cancer driver gene discovery through an integrative genomics approach in a non-parametric Bayesian framework.,"methodology: ""framework""; biology: cancer study; biology: gene function",,"<h4>Motivation</h4>Comprehensive catalogue of genes that drive tumor initiation and progression in cancer is key to advancing diagnostics, therapeutics and treatment. Given the complexity of cancer, the catalogue is far from complete yet. Increasing evidence shows that driver genes exhibit consistent aberration patterns across multiple-omics in tumors. In this study, we aim to leverage complementary information encoded in each of the omics data to identify novel driver genes through an integrative framework. Specifically, we integrated mutations, gene expression, DNA copy numbers, DNA methylation and protein abundance, all available in The Cancer Genome Atlas (TCGA) and developed iDriver, a non-parametric Bayesian framework based on multivariate statistical modeling to identify driver genes in an unsupervised fashion. iDriver captures the inherent clusters of gene aberrations and constructs the background distribution that is used to assess and calibrate the confidence of driver genes identified through multi-dimensional genomic data.<h4>Results</h4>We applied the method to 4 cancer types in TCGA and identified candidate driver genes that are highly enriched with known drivers. (e.g.: P < 3.40 × 10 -36 for breast cancer). We are particularly interested in novel genes and observed multiple lines of supporting evidence. Using systematic evaluation from multiple independent aspects, we identified 45 candidate driver genes that were not previously known across these 4 cancer types. The finding has important implications that integrating additional genomic data with multivariate statistics can help identify cancer drivers and guide the next stage of cancer genomics research.<h4>Availability and implementation</h4>The C ++ source code is freely available at https://medschool.vanderbilt.edu/cgg/ .<h4>Contacts</h4>hai.yang@vanderbilt.edu or bingshan.li@Vanderbilt.Edu.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",https://medschool.vanderbilt.edu/cgg/,4,,3,Y,
26581084,Transcriptator: An Automated Computational Pipeline to Annotate Assembled Reads and Identify Non Coding RNA.,"usage: ""[resource] identifies""; methodology: ""pipeline""; methodology: ""computational""",,"RNA-seq is a new tool to measure RNA transcript counts, using high-throughput sequencing at an extraordinary accuracy. It provides quantitative means to explore the transcriptome of an organism of interest. However, interpreting this extremely large data into biological knowledge is a problem, and biologist-friendly tools are lacking. In our lab, we developed Transcriptator, a web application based on a computational Python pipeline with a user-friendly Java interface. This pipeline uses the web services available for BLAST (Basis Local Search Alignment Tool), QuickGO and DAVID (Database for Annotation, Visualization and Integrated Discovery) tools. It offers a report on statistical analysis of functional and Gene Ontology (GO) annotation's enrichment. It helps users to identify enriched biological themes, particularly GO terms, pathways, domains, gene/proteins features and protein-protein interactions related informations. It clusters the transcripts based on functional annotations and generates a tabular report for functional and gene ontology annotations for each submitted transcript to the web server. The implementation of QuickGo web-services in our pipeline enable the users to carry out GO-Slim analysis, whereas the integration of PORTRAIT (Prediction of transcriptomic non coding RNA (ncRNA) by ab initio methods) helps to identify the non coding RNAs and their regulatory role in transcriptome. In summary, Transcriptator is a useful software for both NGS and array data. It helps the users to characterize the de-novo assembled reads, obtained from NGS experiments for non-referenced organisms, while it also performs the functional enrichment analysis of differentially expressed transcripts/genes for both RNA-seq and micro-array experiments. It generates easy to read tables and interactive charts for better understanding of the data. The pipeline is modular in nature, and provides an opportunity to add new plugins in the future. Web application is freely available at: http://www-labgtp.na.icar.cnr.it/Transcriptator.",http://www-labgtp.na.icar.cnr.it/Transcriptator,7,,3,Y,
29949966,DeepFam: deep learning based alignment-free method for protein family modeling and prediction.,"methodology: ""prediction""; methodology: ""deep learning""; methodology: ""method for""",,"<h4>Motivation</h4>A large number of newly sequenced proteins are generated by the next-generation sequencing technologies and the biochemical function assignment of the proteins is an important task. However, biological experiments are too expensive to characterize such a large number of protein sequences, thus protein function prediction is primarily done by computational modeling methods, such as profile Hidden Markov Model (pHMM) and k-mer based methods. Nevertheless, existing methods have some limitations; k-mer based methods are not accurate enough to assign protein functions and pHMM is not fast enough to handle large number of protein sequences from numerous genome projects. Therefore, a more accurate and faster protein function prediction method is needed.<h4>Results</h4>In this paper, we introduce DeepFam, an alignment-free method that can extract functional information directly from sequences without the need of multiple sequence alignments. In extensive experiments using the Clusters of Orthologous Groups (COGs) and G protein-coupled receptor (GPCR) dataset, DeepFam achieved better performance in terms of accuracy and runtime for predicting functions of proteins compared to the state-of-the-art methods, both alignment-free and alignment-based methods. Additionally, we showed that DeepFam has a power of capturing conserved regions to model protein families. In fact, DeepFam was able to detect conserved regions documented in the Prosite database while predicting functions of proteins. Our deep learning method will be useful in characterizing functions of the ever increasing protein sequences.<h4>Availability and implementation</h4>Codes are available at https://bhi-kimlab.github.io/DeepFam.",https://bhi-kimlab.github.io/DeepFam,6,,3,Y,
