pmid,title,has_url,is_false_positive,confidence,reason
"22084196, 25538536","BGMUT: NCBI dbRBC database of allelic variations of genes encoding antigens of blood group systems.",True,N,high,Title explicitly contains 'database'; has URL
27242037,"ArthropodaCyc: a CycADS powered collection of BioCyc databases to analyse and compare metabolism of arthropods.",True,N,high,Title contains 'collection of databases'; has URL
25534750,"dbPPT: a comprehensive database of protein phosphorylation in plants.",True,N,high,Database indicated by 'db' prefix; has URL
21765097,"PGAT: a multistrain analysis resource for microbial genomes.",True,N,high,Title contains 'resource'; has URL
26620522,"PPIM: A Protein-Protein Interaction Database for Maize.",True,N,high,Title explicitly contains 'Database'; has URL
22096227,"MINT, the molecular interaction database: 2012 update.",True,N,high,Title explicitly contains 'database'; has URL
30380113,"MethMotif: an integrative cell specific database of transcription factor binding motifs coupled with DNA methylation profiles.",True,N,high,Title contains 'database'; has URL
32133509,"KRGDB: the large-scale variant database of 1722 Koreans based on whole genome sequencing.",True,N,high,Database indicated by 'DB' suffix; has URL
25931459,"novPTMenzy: a database for enzymes involved in novel post-translational modifications.",True,N,high,Title contains 'database'; has URL
30611878,"FisOmics: A portal of fish genomic resources.",True,N,high,Title contains 'portal' and 'resources'; has URL
29106619,"NPASS: natural product activity and species source database for natural product research, discovery and tool development.",True,N,high,Title contains 'database'; has URL
28025347,"HEDD: the human epigenetic drug database.",True,N,high,Title contains 'database'; has URL
22096234,"dbDEPC 2.0: updated database of differentially expressed proteins in human cancers.",True,N,high,Database indicated by 'db' prefix; has URL
33892308,"SAPdb: A database of short peptides and the corresponding nanostructures formed by self-assembly.",True,N,high,Database indicated by 'db' suffix; has URL
24214957,"bNAber: database of broadly neutralizing HIV antibodies.",True,N,high,Title contains 'database'; has URL
32499815,"LuluDB-The Database Created Based on Small RNA, Transcriptome, and Degradome Sequencing Shows the Wide Landscape of Non-coding and Coding RNA in Yellow Lupine (<i>Lupinus luteus</i> L.) Flowers and Pods.",True,N,high,Database indicated by 'DB' suffix; has URL
30371815,"TransmiR v2.0: an updated transcription factor-microRNA regulation database.",True,N,high,Title contains 'database'; has URL
23324169,"Orchidstra: an integrated orchid functional genomics database.",True,N,high,Title contains 'database'; has URL
29036693,"ICG: a wiki-driven knowledgebase of internal control genes for RT-qPCR normalization.",True,N,high,Title contains 'knowledgebase'; has URL
"23681907, 25428362","From manual curation to visualization of gene families and networks across Solanaceae plant species.",True,N,medium,Title describes curation/visualization of data resource; has URL
31664080,"dendPoint: a web resource for dendrimer pharmacokinetics investigation and prediction.",True,N,high,Title contains 'resource'; has URL
34531327,"T1TAdb: the database of type I toxin-antitoxin systems.",True,N,high,Database indicated by 'db' suffix; has URL
31021279,"UVGD 1.0: a gene-centric database bridging ultraviolet radiation and molecular biology effects in organisms.",True,N,high,Title contains 'database'; has URL
32621601,"SAGER: a database of Symbiodiniaceae and Algal Genomic Resource.",True,N,high,Title contains 'database'; has URL
25097382,"AllergenPro: an integrated database for allergenicity analysis and prediction.",True,N,high,Title contains 'database'; has URL
23584836,"hLGDB: a database of human lysosomal genes and their regulation.",True,N,high,Database indicated by 'DB' suffix; has URL
30602089,"STADIUM: Species-Specific tRNA Adaptive Index Compendium.",True,N,high,Title describes 'Compendium' of data; has URL
26220682,"SpirPro: A Spirulina proteome database and web-based tools for the analysis of protein-protein interactions at the metabolic level in Spirulina (Arthrospira) platensis C1.",True,N,high,Title contains 'database'; has URL
24136999,"RiceWiki: a wiki-based database for community curation of rice genes.",True,N,high,Title contains 'database'; has URL
23860041,"The Moroccan Genetic Disease Database (MGDD): a database for DNA variations related to inherited disorders and disease susceptibility.",True,N,high,Title explicitly contains 'Database' twice; has URL
26062809,"CMRegNet-An interspecies reference database for corynebacterial and mycobacterial regulatory networks.",True,N,high,Title contains 'database'; has URL
26590404,"FunTree: advances in a resource for exploring and contextualising protein function evolution.",True,N,high,Title contains 'resource'; has URL
34791105,"HFIP: an integrated multi-omics data and knowledge platform for the precision medicine of heart failure.",True,N,high,Platform for multi-omics data; has URL
26030752,"Dietary MicroRNA Database (DMD): An Archive Database and Analytic Tool for Food-Borne microRNAs.",True,N,high,Title explicitly contains 'Database' twice; has URL
"22053084, 29040681","SMART 7: recent updates to the protein domain annotation resource.",True,N,high,Title contains 'resource'; has URL
31066443,"DrugComb: an integrative cancer drug combination data portal.",True,N,high,Title contains 'data portal'; has URL
30244175,"PTMD: A Database of Human Disease-associated Post-translational Modifications.",True,N,high,Title explicitly contains 'Database'; has URL
22232598,"Channelpedia: an integrative and interactive database for ion channels.",True,N,high,Title contains 'database'; has URL
28529706,"Expresso: A database and web server for exploring the interaction of transcription factors and their target genes in <i>Arabidopsis thaliana</i> using ChIP-Seq peak data.",True,N,high,Title contains 'database'; has URL
22053089,"InterEvol database: exploring the structure and evolution of protein complex interfaces.",True,N,high,Title explicitly contains 'database'; has URL
"27503118, 27982098","ARN: analysis and prediction by adipogenic professional database.",True,N,high,Title contains 'database'; has URL
30057343,"MCENet: A database for maize conditional co-expression network and network characterization collaborated with multi-dimensional omics levels.",True,N,high,Title contains 'database'; has URL
25522035,"The Yeast Nucleosome Atlas (YNA) database: an integrative gene mining platform for studying chromatin structure and its regulation in yeast.",True,N,high,Title explicitly contains 'database'; has URL
27515824,"Ricebase: a breeding and genetics platform for rice, integrating individual molecular markers, pedigrees and whole-genome-based data.",True,N,high,Title contains 'base' suffix and platform for data; has URL
26519408,"User Guidelines for the Brassica Database: BRAD.",False,Y,high,Title describes 'User Guidelines for' database not database itself; no URL
"22403286, 26586798","CPPsite: a curated database of cell penetrating peptides.",True,N,high,Title contains 'database'; has URL
34585731,"COVIDium: a COVID-19 resource compendium.",True,N,high,Title contains 'resource compendium'; has URL
